step,loss,future_voltage_loss,observed_reconstruction_loss,endpoint_loss,monotonic_loss,gradient_norm,validation_voltage_rmse_v,validation_endpoint_mae_q,best_validation_voltage_rmse_v,best_step,stale_validations,elapsed_seconds,sampling_seconds,amp_scale,amp_overflow_skips_total,cells,cycles,betas,q_cuts,q_ends
18532,0.02430490404367447,0.023910511285066605,0.0025706107262521982,0.00013733177911490202,0.007205573376268148,0.5722646117210388,,,0.061537724422607534,18000,1,134.5918712951243,0.0011261450126767159,1.0,0,MATR_b2c26|MATR_b2c18|MATR_b3c5|MATR_b4c26|MATR_b4c28|MATR_b1c16|MATR_b3c21|MATR_b2c1|MATR_b4c0|MATR_b3c8|MATR_b1c44|MATR_b3c35|MATR_b2c35|MATR_b3c0|MATR_b2c42|MATR_b2c44,417|382|712|28|115|548|504|168|955|573|455|836|189|322|448|449,0.5443|0.4023|0.5816|0.2016|0.7478|0.1286|0.2230|0.4653|0.5118|0.2384|0.1093|0.5533|0.6402|0.6485|0.3703|0.6215,0.72574|0.56005|0.74624|0.22247|0.93507|0.13106|0.24314|0.51048|0.55284|0.29124|0.10028|0.71051|0.87711|0.87396|0.526|0.71237,0.87437|0.8964|0.89176|0.94552|0.96977|0.9634|0.90249|0.75381|0.62277|0.94131|0.93479|0.91754|0.96492|0.96422|0.82612|0.81059
18533,0.017848040908575058,0.017525022849440575,0.0012046141782775521,0.0002025575377047062,0.005954590626060963,0.47790804505348206,,,0.061537724422607534,18000,1,134.59801512025297,0.0007679560221731663,1.0,0,MATR_b2c6|MATR_b3c13|MATR_b3c22|MATR_b4c35|MATR_b4c30|MATR_b3c0|MATR_b1c29|MATR_b2c5|MATR_b1c1|MATR_b4c31|MATR_b4c31|MATR_b2c6|MATR_b4c14|MATR_b4c40|MATR_b3c22|MATR_b2c35,130|740|442|1024|201|989|88|492|1915|444|86|321|451|1029|133|102,0.3010|0.5663|0.2659|0.7621|0.6747|0.2109|0.5868|0.3310|0.7097|0.6280|0.4058|0.1812|0.4427|0.6583|0.7188|0.5280,0.39246|0.73784|0.31429|0.79754|0.88895|0.22001|0.86989|0.46329|0.82873|0.82542|0.55473|0.18573|0.63092|0.76066|0.90267|0.78991,0.94668|0.86975|0.94963|0.8605|0.9503|0.81964|0.98381|0.776|0.86733|0.92694|0.95845|0.89176|0.94037|0.85268|0.96005|0.97413
18534,0.007575232069939375,0.0073219104669988155,0.0017041777027770877,8.290403638966382e-05,0.006392371375113726,0.416638046503067,,,0.061537724422607534,18000,1,134.60512054292485,0.0010130740702152252,1.0,0,MATR_b1c15|MATR_b4c0|MATR_b1c44|MATR_b1c15|MATR_b2c11|MATR_b3c5|MATR_b3c16|MATR_b4c8|MATR_b3c5|MATR_b2c2|MATR_b2c44|MATR_b3c25|MATR_b2c42|MATR_b2c17|MATR_b2c36|MATR_b2c18,532|474|292|534|480|236|487|106|486|117|435|776|46|128|363|460,0.3538|0.4755|0.4433|0.7418|0.5362|0.7224|0.6794|0.4775|0.4423|0.6733|0.1845|0.2633|0.7044|0.6681|0.2808|0.5771,0.49793|0.61924|0.64693|0.90272|0.66795|0.89849|0.87786|0.66006|0.58074|0.91978|0.22068|0.31979|0.9475|0.91406|0.3716|0.71798,0.93712|0.92631|0.97434|0.93692|0.79217|0.95019|0.95358|0.95636|0.93287|0.97662|0.8367|0.92757|0.98552|0.97343|0.95708|0.83165
18535,0.006090639624744654,0.005830956622958183,0.0017532363999634981,8.435914060100913e-05,0.0063174692913889885,0.399249792098999,,,0.061537724422607534,18000,1,134.6112921303138,0.0008214758709073067,1.0,0,MATR_b4c13|MATR_b4c27|MATR_b4c24|MATR_b4c23|MATR_b2c20|MATR_b4c38|MATR_b2c39|MATR_b2c34|MATR_b4c31|MATR_b2c18|MATR_b2c6|MATR_b3c25|MATR_b4c41|MATR_b1c0|MATR_b1c16|MATR_b3c4,585|343|984|669|455|468|320|217|424|43|496|162|166|1255|406|721,0.1885|0.4091|0.7024|0.5620|0.1896|0.1220|0.4090|0.3338|0.7096|0.5328|0.6034|0.7245|0.3166|0.6921|0.3869|0.5330,0.2208|0.56251|0.72752|0.73067|0.22806|0.10305|0.57927|0.44179|0.8656|0.77343|0.74087|0.92542|0.40353|0.87961|0.54213|0.71923,0.93985|0.92688|0.80394|0.93191|0.86512|0.94903|0.95955|0.97059|0.9313|0.96919|0.81158|0.96581|0.96195|0.92318|0.97562|0.94108
18536,0.013306569308042526,0.01304955780506134,0.0018155504949390888,7.545639527961612e-05,0.005986470729112625,0.7730724215507507,,,0.061537724422607534,18000,1,134.61758890096098,0.0007053390145301819,1.0,0,MATR_b3c11|MATR_b4c25|MATR_b2c27|MATR_b2c17|MATR_b1c36|MATR_b2c27|MATR_b2c32|MATR_b3c16|MATR_b2c36|MATR_b2c34|MATR_b2c39|MATR_b1c40|MATR_b2c35|MATR_b2c27|MATR_b1c43|MATR_b2c18,360|200|124|19|99|423|198|346|471|78|319|836|49|416|435|453,0.4137|0.4987|0.3519|0.1785|0.4957|0.5116|0.6639|0.6999|0.3702|0.2193|0.3043|0.5184|0.6306|0.2816|0.2924|0.5786,0.57737|0.69713|0.5046|0.21194|0.73674|0.70669|0.89528|0.8924|0.51947|0.26869|0.41133|0.75071|0.90776|0.37353|0.39767|0.72527,0.95742|0.93763|0.97001|0.97689|0.98204|0.86714|0.97751|0.95836|0.89081|0.97752|0.96011|0.88807|0.97645|0.87621|0.94493|0.84069
18537,0.008609623648226261,0.008380062878131866,0.0014438885264098644,8.517240348737687e-05,0.006102296058088541,0.43278995156288147,,,0.061537724422607534,18000,1,134.62452416634187,0.0011675627902150154,1.0,0,MATR_b2c39|MATR_b1c28|MATR_b2c5|MATR_b2c35|MATR_b2c29|MATR_b4c22|MATR_b3c40|MATR_b1c40|MATR_b4c27|MATR_b3c5|MATR_b2c34|MATR_b4c27|MATR_b1c23|MATR_b4c13|MATR_b3c13|MATR_b1c44,431|369|196|142|370|676|190|431|407|29|210|303|222|486|546|490,0.4114|0.2454|0.4838|0.3611|0.1899|0.5128|0.2304|0.4518|0.1812|0.5240|0.4477|0.2993|0.5548|0.1351|0.7050|0.2446,0.58367|0.31644|0.69446|0.51445|0.227|0.65483|0.28671|0.66652|0.2153|0.70673|0.61881|0.39302|0.81772|0.13595|0.87856|0.32514,0.85385|0.97|0.96476|0.97066|0.94585|0.78779|0.96158|0.97363|0.9128|0.9582|0.97097|0.93217|0.97975|0.95412|0.93532|0.91375
18538,0.0095412852242589,0.009310213848948479,0.0016645772848278284,6.461323937401175e-05,0.00612294115126133,0.40903881192207336,,,0.061537724422607534,18000,1,134.63058709027246,0.0007168198935687542,1.0,0,MATR_b2c31|MATR_b2c18|MATR_b2c18|MATR_b4c38|MATR_b3c41|MATR_b3c10|MATR_b4c30|MATR_b2c11|MATR_b2c14|MATR_b4c13|MATR_b1c45|MATR_b4c31|MATR_b3c5|MATR_b4c20|MATR_b4c23|MATR_b4c30,484|507|196|518|399|672|711|103|257|627|438|373|205|141|420|438,0.6378|0.3264|0.4619|0.5387|0.1860|0.5188|0.2740|0.6801|0.2498|0.2739|0.7509|0.2018|0.4898|0.1863|0.6249|0.7588,0.7319|0.44886|0.65937|0.7108|0.21177|0.73129|0.36813|0.91859|0.33011|0.35109|0.89964|0.24547|0.67694|0.18744|0.81975|0.87809,0.81104|0.77119|0.94602|0.94638|0.94586|0.94229|0.63077|0.97296|0.9641|0.93012|0.94357|0.93982|0.95156|0.94644|0.94452|0.91602
18539,0.0077583384700119495,0.007477588020265102,0.0010694265365600586,0.00017380749341100454,0.006139845587313175,0.6057514548301697,,,0.061537724422607534,18000,1,134.6373228910379,0.0007542800158262253,1.0,0,MATR_b3c10|MATR_b4c39|MATR_b1c39|MATR_b2c46|MATR_b3c28|MATR_b1c39|MATR_b2c42|MATR_b4c20|MATR_b2c38|MATR_b3c38|MATR_b2c27|MATR_b1c28|MATR_b3c4|MATR_b3c38|MATR_b3c19|MATR_b1c45,279|529|319|274|344|189|275|112|402|1036|77|450|121|608|716|275,0.6185|0.4101|0.7382|0.2245|0.4858|0.4258|0.5413|0.2267|0.2852|0.6877|0.5476|0.5588|0.3952|0.7060|0.6226|0.6222,0.86977|0.53334|0.91572|0.288|0.65036|0.62445|0.78935|0.24904|0.38068|0.85634|0.81777|0.813|0.52211|0.8824|0.81963|0.86147,0.96165|0.92944|0.97298|0.96463|0.88611|0.98209|0.9641|0.94815|0.90413|0.9417|0.97328|0.96343|0.97587|0.95856|0.94291|0.97631
18540,0.017378050833940506,0.016564298421144485,0.004964006599038839,0.00031735203810967505,0.007278672885149717,0.2127828598022461,,,0.061537724422607534,18000,1,134.6434753430076,0.0007866197265684605,1.0,0,MATR_b1c24|MATR_b3c13|MATR_b2c38|MATR_b1c28|MATR_b3c25|MATR_b3c5|MATR_b3c44|MATR_b1c9|MATR_b4c5|MATR_b2c43|MATR_b3c0|MATR_b4c31|MATR_b3c35|MATR_b3c4|MATR_b3c21|MATR_b4c2,583|394|85|451|915|400|275|482|608|442|352|695|967|793|140|664,0.2556|0.2205|0.2150|0.1223|0.3258|0.1010|0.5574|0.5028|0.6676|0.4934|0.3321|0.1722|0.3412|0.7727|0.1905|0.1163,0.32272|0.27133|0.28224|0.11984|0.41723|0.074528|0.80632|0.7341|0.84093|0.66664|0.4287|0.21831|0.39794|0.88666|0.19743|0.090048,0.95534|0.95328|0.97743|0.96321|0.87047|0.93975|0.97124|0.97453|0.92279|0.83024|0.96276|0.43857|0.8732|0.92945|0.95212|0.87609
18541,0.019945114850997925,0.01966225542128086,0.0016118186758831143,0.00012167776003479958,0.00624719588086009,0.4911471903324127,,,0.061537724422607534,18000,1,134.65069810533896,0.0010426687076687813,1.0,0,MATR_b2c1|MATR_b3c8|MATR_b2c17|MATR_b3c28|MATR_b4c14|MATR_b4c17|MATR_b4c30|MATR_b2c47|MATR_b1c31|MATR_b1c23|MATR_b3c39|MATR_b3c4|MATR_b1c7|MATR_b1c1|MATR_b3c25|MATR_b2c0,126|503|95|118|726|866|78|231|572|321|361|309|617|1137|10|137,0.4217|0.2313|0.6387|0.1951|0.2154|0.6740|0.6829|0.1482|0.1794|0.7181|0.1260|0.1029|0.6424|0.7037|0.2542|0.4121,0.48865|0.28594|0.90697|0.2312|0.33435|0.67887|0.90612|0.1445|0.20815|0.9234|0.10438|0.082323|0.86604|0.90389|0.31042|0.57494,0.83779|0.94866|0.97575|0.93593|0.54113|0.74808|0.9563|0.93965|0.96526|0.97587|0.94434|0.9684|0.95265|0.9458|0.96753|0.92553
18542,0.012158408761024475,0.011835843324661255,0.002058580983430147,0.00011670759704429656,0.0061242361553013325,0.5204167366027832,,,0.061537724422607534,18000,1,134.6577266943641,0.0012377742677927017,1.0,0,MATR_b3c44|MATR_b2c39|MATR_b1c38|MATR_b4c5|MATR_b4c39|MATR_b4c22|MATR_b1c15|MATR_b3c4|MATR_b1c36|MATR_b4c39|MATR_b2c11|MATR_b4c41|MATR_b2c23|MATR_b1c43|MATR_b1c44|MATR_b2c2,392|13|102|324|359|360|294|553|50|150|464|144|393|201|609|11,0.2095|0.3987|0.1587|0.4634|0.4415|0.1069|0.4434|0.6419|0.2837|0.7731|0.4617|0.3150|0.5007|0.6834|0.6135|0.6894,0.25265|0.56464|0.18636|0.57572|0.56411|0.07893|0.65243|0.85762|0.381|0.90841|0.64239|0.40609|0.71852|0.9132|0.72033|0.94184,0.96692|0.98616|0.97707|0.93702|0.94506|0.94289|0.96273|0.95595|0.98369|0.95253|0.81883|0.96261|0.92326|0.96706|0.80526|0.9801
18543,0.01539001427590847,0.015068113803863525,0.001731264404952526,0.00014877424109727144,0.006010483484715223,0.6587778925895691,,,0.061537724422607534,18000,1,134.66448371624574,0.0007771728560328484,1.0,0,MATR_b4c38|MATR_b1c15|MATR_b1c45|MATR_b2c17|MATR_b1c23|MATR_b2c4|MATR_b1c15|MATR_b2c2|MATR_b2c2|MATR_b2c32|MATR_b4c40|MATR_b4c23|MATR_b4c37|MATR_b4c27|MATR_b2c26|MATR_b2c20,1153|215|530|168|683|185|112|172|221|58|386|602|710|362|42|467,0.7184|0.3894|0.5214|0.6832|0.2430|0.2578|0.6017|0.5053|0.4520|0.5352|0.6535|0.2725|0.1600|0.6767|0.7069|0.2280,0.74018|0.56778|0.72799|0.90338|0.30965|0.34146|0.88657|0.74479|0.65669|0.77961|0.86078|0.31481|0.15625|0.85065|0.94787|0.2956,0.80708|0.96684|0.87135|0.96925|0.94959|0.95045|0.97034|0.96918|0.96008|0.98219|0.95331|0.93543|0.90269|0.92369|0.98373|0.84849
18544,0.026135260239243507,0.02572450414299965,0.0022215351928025484,0.00018860161071643233,0.005909231025725603,0.8443835973739624,,,0.061537724422607534,18000,1,134.67172058392316,0.0007522758096456528,1.0,0,MATR_b4c8|MATR_b3c25|MATR_b2c17|MATR_b1c17|MATR_b1c26|MATR_b1c1|MATR_b2c17|MATR_b4c39|MATR_b4c5|MATR_b2c27|MATR_b4c27|MATR_b4c14|MATR_b1c16|MATR_b2c11|MATR_b3c10|MATR_b4c25,572|154|127|779|364|417|132|759|397|454|159|537|330|324|364|352,0.5171|0.1943|0.3226|0.5612|0.7564|0.4690|0.3965|0.4593|0.3366|0.5276|0.3248|0.2776|0.6097|0.5965|0.4423|0.3283,0.7034|0.22872|0.45773|0.76262|0.93465|0.68717|0.57239|0.60369|0.40526|0.68216|0.43572|0.38378|0.87616|0.80216|0.61408|0.41613,0.89554|0.96611|0.97325|0.8651|0.97875|0.97527|0.97281|0.75963|0.93368|0.82089|0.94274|0.89725|0.97822|0.92385|0.95721|0.91422
18545,0.018623696640133858,0.018224798142910004,0.001395010040141642,0.00025939784245565534,0.005439940374344587,0.8999992609024048,,,0.061537724422607534,18000,1,134.6790885082446,0.0011538970284163952,1.0,0,MATR_b4c19|MATR_b1c40|MATR_b3c25|MATR_b2c4|MATR_b4c28|MATR_b4c40|MATR_b3c40|MATR_b1c0|MATR_b3c35|MATR_b2c14|MATR_b4c27|MATR_b2c13|MATR_b2c6|MATR_b1c29|MATR_b1c28|MATR_b4c31,879|171|494|232|665|919|195|1683|146|110|173|309|406|728|482|325,0.3211|0.2760|0.3796|0.5350|0.3286|0.2317|0.3939|0.5600|0.1184|0.4996|0.5026|0.1405|0.6467|0.2754|0.3560|0.4511,0.39566|0.37659|0.50747|0.77448|0.42803|0.2552|0.54228|0.73881|0.099197|0.744|0.70961|0.14944|0.78772|0.37814|0.48786|0.63519,0.88642|0.98492|0.95151|0.93813|0.93151|0.90503|0.96133|0.8492|0.96504|0.98204|0.94172|0.93074|0.86214|0.91877|0.96105|0.94535
18546,0.03827907145023346,0.03763244301080704,0.0017353420844301581,0.00047309184446930885,0.005348790902644396,0.9778684377670288,,,0.061537724422607534,18000,1,134.68619790812954,0.0010581682436168194,1.0,0,MATR_b4c40|MATR_b4c13|MATR_b3c44|MATR_b3c44|MATR_b3c16|MATR_b3c5|MATR_b4c2|MATR_b1c16|MATR_b4c17|MATR_b3c11|MATR_b3c44|MATR_b2c39|MATR_b2c28|MATR_b4c17|MATR_b4c23|MATR_b2c23,739|723|212|644|1472|635|520|243|537|462|905|149|174|867|879|285,0.7326|0.3004|0.3584|0.4246|0.5130|0.2404|0.4301|0.4761|0.4733|0.4076|0.1340|0.2742|0.7776|0.1975|0.5573|0.5733,0.86436|0.42325|0.49294|0.5912|0.63218|0.27332|0.54323|0.68655|0.60317|0.57024|0.14062|0.36951|0.93365|0.20421|0.73136|0.80572,0.93353|0.87276|0.97304|0.95053|0.8613|0.91222|0.92646|0.98262|0.91949|0.94877|0.84618|0.98524|0.97267|0.74654|0.90648|0.95162
18547,0.011647084727883339,0.011283072642982006,0.0014768621185794473,0.00021632545394822955,0.005827770568430424,0.47573912143707275,,,0.061537724422607534,18000,1,134.6923993411474,0.0008027614094316959,1.0,0,MATR_b1c31|MATR_b3c22|MATR_b2c39|MATR_b1c40|MATR_b1c9|MATR_b3c41|MATR_b2c39|MATR_b3c19|MATR_b4c24|MATR_b4c35|MATR_b4c40|MATR_b4c2|MATR_b2c46|MATR_b3c12|MATR_b2c0|MATR_b3c11,255|855|283|445|213|253|102|476|831|945|980|102|157|721|317|363,0.3705|0.1484|0.2636|0.6345|0.1502|0.2519|0.3651|0.3992|0.5688|0.3266|0.4972|0.1816|0.3248|0.2792|0.5295|0.3294,0.51606|0.14526|0.35035|0.8987|0.17014|0.32086|0.52705|0.51321|0.72149|0.38237|0.63331|0.18893|0.45899|0.36086|0.63366|0.44724,0.98876|0.91347|0.96944|0.97331|0.98519|0.95382|0.98735|0.95733|0.90048|0.89566|0.88323|0.95763|0.9789|0.93631|0.76632|0.95713
18548,0.019029513001441956,0.018374530598521233,0.004129088018089533,0.00024207329261116683,0.005738429259508848,0.44746071100234985,,,0.061537724422607534,18000,1,134.69917709100991,0.0009840591810643673,1.0,0,MATR_b2c36|MATR_b4c43|MATR_b2c36|MATR_b3c34|MATR_b1c41|MATR_b4c40|MATR_b2c46|MATR_b3c27|MATR_b1c29|MATR_b1c40|MATR_b1c7|MATR_b3c13|MATR_b1c1|MATR_b2c18|MATR_b2c20|MATR_b4c27,392|484|169|525|465|391|343|471|716|447|463|403|2145|402|410|153,0.3863|0.5378|0.7239|0.7071|0.7244|0.7369|0.6452|0.7820|0.6621|0.2793|0.4673|0.7615|0.2763|0.6735|0.2758|0.6890,0.53982|0.74097|0.93616|0.87703|0.9156|0.89626|0.83075|0.9129|0.84841|0.38268|0.68146|0.91618|0.31693|0.8158|0.36905|0.88608,0.94726|0.93102|0.98331|0.94656|0.96793|0.95326|0.9364|0.94717|0.92343|0.97292|0.97661|0.95244|0.80381|0.88572|0.9071|0.94294
18549,0.018664013594388962,0.01832142286002636,0.0020157531835138798,0.00014101548003964126,0.005690974649041891,1.0404130220413208,,,0.061537724422607534,18000,1,134.70593323092908,0.0008143419399857521,1.0,0,MATR_b1c1|MATR_b4c13|MATR_b4c5|MATR_b1c44|MATR_b2c4|MATR_b1c17|MATR_b2c13|MATR_b1c1|MATR_b2c44|MATR_b1c33|MATR_b3c12|MATR_b2c27|MATR_b3c4|MATR_b1c31|MATR_b3c13|MATR_b3c22,592|270|211|332|145|275|204|1845|43|45|636|92|537|563|486|554,0.6492|0.3931|0.4656|0.6885|0.5730|0.5458|0.4634|0.2487|0.6215|0.3049|0.6130|0.2676|0.7105|0.4536|0.4343|0.7026,0.90786|0.54758|0.57757|0.88482|0.84235|0.81557|0.66958|0.29925|0.90419|0.41415|0.83711|0.36304|0.89258|0.64846|0.59276|0.85726,0.96816|0.9678|0.94153|0.96822|0.9594|0.97326|0.95401|0.88133|0.97902|0.99643|0.95076|0.97273|0.95713|0.96643|0.94416|0.94374
18550,0.021925199776887894,0.021224839612841606,0.0035274631809443235,0.0003476145211607218,0.005890806671231985,0.7319169640541077,,,0.061537724422607534,18000,1,134.71245774812996,0.0007681762799620628,1.0,0,MATR_b4c31|MATR_b1c44|MATR_b1c36|MATR_b3c0|MATR_b3c41|MATR_b1c28|MATR_b4c35|MATR_b1c38|MATR_b2c45|MATR_b4c30|MATR_b4c5|MATR_b4c30|MATR_b2c6|MATR_b4c41|MATR_b2c0|MATR_b2c38,387|369|305|729|495|503|326|197|450|510|970|184|362|444|140|150,0.6571|0.7252|0.7441|0.6370|0.2053|0.1498|0.6104|0.4422|0.1071|0.3250|0.1410|0.4176|0.6689|0.6957|0.2475|0.7080,0.85132|0.897|0.91541|0.83664|0.24506|0.15999|0.80399|0.64496|0.098098|0.40857|0.11886|0.57927|0.80588|0.89092|0.31302|0.91629,0.93788|0.9632|0.9712|0.93857|0.93768|0.95843|0.95171|0.97357|0.85751|0.8883|0.71715|0.95146|0.87836|0.95148|0.92352|0.97413
18551,0.02650480531156063,0.026005450636148453,0.0014953233767300844,0.0003498209407553077,0.006638454273343086,0.7093853950500488,,,0.061537724422607534,18000,1,134.71885141031817,0.0007008500397205353,1.0,0,MATR_b1c29|MATR_b2c42|MATR_b2c36|MATR_b1c36|MATR_b4c8|MATR_b4c43|MATR_b2c25|MATR_b4c25|MATR_b4c26|MATR_b4c2|MATR_b2c38|MATR_b2c14|MATR_b2c44|MATR_b2c38|MATR_b4c27|MATR_b1c36,396|260|166|676|184|856|282|196|79|462|249|67|476|114|257|54,0.2212|0.3795|0.1303|0.4623|0.4405|0.2881|0.2754|0.4597|0.1942|0.4158|0.3490|0.2612|0.5844|0.6673|0.3797|0.7095,0.27481|0.53586|0.1379|0.67|0.60852|0.405|0.35937|0.63871|0.21959|0.52551|0.47546|0.35545|0.65118|0.9115|0.50868|0.94918,0.96933|0.96683|0.9835|0.8268|0.95378|0.61631|0.9402|0.93807|0.94475|0.93423|0.96255|0.98387|0.7525|0.97636|0.93614|0.98364
18552,0.024573469534516335,0.024059027433395386,0.0032706193160265684,0.00018737977370619774,0.008072084747254848,0.2898486852645874,,,0.061537724422607534,18000,1,134.72580799506977,0.0007827631197869778,1.0,0,MATR_b4c27|MATR_b1c20|MATR_b3c13|MATR_b4c27|MATR_b4c20|MATR_b4c24|MATR_b2c32|MATR_b2c14|MATR_b4c4|MATR_b3c22|MATR_b1c24|MATR_b2c5|MATR_b4c24|MATR_b3c8|MATR_b4c37|MATR_b3c8,505|247|109|426|155|694|55|277|902|87|731|35|578|660|564|402,0.1532|0.5917|0.7226|0.4458|0.1980|0.4510|0.6418|0.4654|0.2202|0.5905|0.1365|0.2769|0.7347|0.2828|0.1209|0.4631,0.18503|0.81169|0.9301|0.65447|0.20821|0.56162|0.91382|0.67265|0.10173|0.7842|0.14063|0.36631|0.8662|0.35436|0.09711|0.65115,0.78513|0.92939|0.96996|0.90479|0.94559|0.92184|0.98249|0.96108|0.23379|0.96118|0.93643|0.97501|0.9319|0.92694|0.92155|0.9565
18553,0.010439809411764145,0.010161131620407104,0.001269986038096249,0.00015167884703259915,0.006145324558019638,0.581566572189331,,,0.061537724422607534,18000,1,134.7332030693069,0.0012686210684478283,1.0,0,MATR_b4c37|MATR_b2c2|MATR_b4c19|MATR_b2c23|MATR_b1c24|MATR_b1c36|MATR_b1c45|MATR_b4c16|MATR_b3c22|MATR_b2c5|MATR_b3c21|MATR_b3c22|MATR_b2c39|MATR_b4c31|MATR_b1c17|MATR_b3c25,241|423|41|93|796|25|391|349|950|452|243|416|340|297|482|144,0.6300|0.1070|0.6334|0.6511|0.7203|0.6008|0.2317|0.2138|0.3097|0.7134|0.5770|0.4275|0.4567|0.1011|0.4445|0.4465,0.84379|0.094222|0.81685|0.91037|0.87512|0.88305|0.29837|0.24453|0.40376|0.80253|0.76096|0.55054|0.65511|0.082565|0.63538|0.61198,0.94364|0.82684|0.9566|0.9746|0.92038|0.98348|0.95892|0.95265|0.86382|0.84303|0.93786|0.95071|0.9519|0.94802|0.96323|0.9663
18554,0.013306289911270142,0.012881260365247726,0.0017363729421049356,0.00025139207718893886,0.006030539516359568,0.3870212137699127,,,0.061537724422607534,18000,1,134.7400691639632,0.0008072787895798683,1.0,0,MATR_b3c38|MATR_b4c23|MATR_b4c14|MATR_b1c32|MATR_b3c34|MATR_b2c0|MATR_b3c38|MATR_b4c23|MATR_b1c43|MATR_b3c21|MATR_b1c31|MATR_b3c12|MATR_b3c12|MATR_b2c26|MATR_b1c0|MATR_b2c46,60|1060|348|708|990|179|890|25|242|671|731|400|784|357|223|196,0.2427|0.6493|0.1602|0.6987|0.1319|0.2085|0.2803|0.5068|0.5436|0.4978|0.5840|0.6318|0.5518|0.7307|0.3330|0.1131,0.27806|0.68255|0.18507|0.78105|0.1096|0.26007|0.32551|0.64349|0.8106|0.63398|0.80659|0.87081|0.77287|0.86924|0.4642|0.11023,0.97458|0.77241|0.95505|0.82002|0.89172|0.90094|0.94754|0.95597|0.96405|0.86015|0.91826|0.96894|0.91871|0.91767|0.97151|0.97581
18555,0.011147652752697468,0.010878627188503742,0.0014070170000195503,0.00012832404172513634,0.0062320237047970295,0.9973577857017517,,,0.061537724422607534,18000,1,134.7469894113019,0.001002203207463026,1.0,0,MATR_b3c12|MATR_b2c20|MATR_b2c45|MATR_b3c19|MATR_b3c40|MATR_b2c46|MATR_b2c28|MATR_b3c28|MATR_b2c27|MATR_b4c39|MATR_b1c31|MATR_b3c25|MATR_b2c18|MATR_b3c40|MATR_b1c33|MATR_b2c32,771|457|35|226|155|68|172|310|332|335|461|210|519|236|678|525,0.3517|0.7023|0.6700|0.3972|0.2113|0.4647|0.6751|0.5914|0.7047|0.1652|0.3392|0.3984|0.2920|0.6721|0.6426|0.6906,0.47571|0.80801|0.93011|0.51814|0.25565|0.68638|0.90331|0.77321|0.86445|0.16548|0.46382|0.53073|0.39283|0.9014|0.78691|0.73873,0.9231|0.86229|0.97764|0.96909|0.96327|0.98166|0.97436|0.89479|0.93259|0.9462|0.97718|0.9639|0.75399|0.95962|0.87213|0.78586
18556,0.014417297206819057,0.013885961845517159,0.001351696322672069,0.00039616634603589773,0.006435359362512827,0.7687849998474121,,,0.061537724422607534,18000,1,134.75403297832236,0.0009126863442361355,1.0,0,MATR_b2c5|MATR_b1c43|MATR_b3c0|MATR_b4c17|MATR_b4c23|MATR_b4c24|MATR_b4c22|MATR_b4c38|MATR_b1c41|MATR_b3c4|MATR_b2c39|MATR_b3c8|MATR_b1c20|MATR_b2c18|MATR_b3c12|MATR_b2c28,445|353|735|709|1043|308|326|364|1031|413|477|584|340|20|16|463,0.3601|0.1061|0.6534|0.2996|0.5769|0.4303|0.5785|0.4072|0.5907|0.4927|0.1534|0.1082|0.6388|0.5339|0.2663|0.6833,0.50094|0.09782|0.8451|0.35847|0.67268|0.53268|0.76839|0.52869|0.72668|0.67178|0.17308|0.090938|0.80115|0.77076|0.3324|0.8004,0.85365|0.95579|0.93789|0.89413|0.79397|0.94529|0.94512|0.95359|0.81555|0.96405|0.75636|0.94006|0.9035|0.97048|0.97896|0.86993
18557,0.011854865588247776,0.011559595353901386,0.0013121635420247912,0.0001640545087866485,0.005595785100013018,0.6696481108665466,,,0.061537724422607534,18000,1,134.76076482236385,0.0007200869731605053,1.0,0,MATR_b2c47|MATR_b2c4|MATR_b1c17|MATR_b3c41|MATR_b4c8|MATR_b3c16|MATR_b2c44|MATR_b3c11|MATR_b2c27|MATR_b3c35|MATR_b4c2|MATR_b2c2|MATR_b2c18|MATR_b4c38|MATR_b1c7|MATR_b4c20,180|137|97|611|128|857|409|31|383|531|550|198|363|299|283|528,0.4019|0.2740|0.6117|0.3658|0.4650|0.6043|0.5896|0.6746|0.3567|0.1974|0.4278|0.4552|0.1353|0.1824|0.4495|0.7010,0.52084|0.37235|0.89609|0.48721|0.6415|0.80383|0.75384|0.92011|0.49305|0.20767|0.5418|0.65867|0.13501|0.19737|0.66816|0.83296,0.94475|0.96105|0.97911|0.9159|0.95583|0.9386|0.88035|0.97319|0.90673|0.94759|0.91969|0.96433|0.90436|0.95664|0.9874|0.91263
